index,Date,Price,Open,High,Low,Volume,Chg%,NIFTY
685,16-Aug-22,79.248,79.55,79.605,79.25,0,-0.34%,16818.10
686,17-Aug-22,79.35,79.166,79.514,79.155,0,0.13%,17094.35
687,18-Aug-22,79.75,79.405,79.765,79.372,0,0.50%,16887.35
688,19-Aug-22,79.92,79.775,79.943,79.698,0,0.21%,17274.30
689,22-Aug-22,79.85,79.905,79.93,79.769,0,-0.09%,17331.80
690,23-Aug-22,79.847,79.875,79.919,79.682,0,0.00%,17314.65
691,24-Aug-22,79.78,79.875,79.9,79.691,0,-0.08%,17241.00
692,25-Aug-22,79.862,79.811,80.006,79.749,0,0.10%,16983.55
693,26-Aug-22,79.961,79.883,79.983,79.709,0,0.12%,17123.60
694,29-Aug-22,79.954,79.989,80.135,79.892,0,-0.01%,17014.35
695,30-Aug-22,79.665,79.968,79.985,79.417,0,-0.36%,17185.70
696,31-Aug-22,79.491,79.707,79.717,79.415,0,-0.22%,17311.80
